TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX001185,AC00107,149.02,2023-09-01T16:35:51,Credit,Fort Worth,D000346,199.59.68.207,M019,Branch,46,Engineer,176,1,9379.72,2024-11-04T08:06:40
TX001188,AC00483,615.58,2023-09-25T16:40,Debit,Jacksonville,D000649,168.55.199.214,M059,ATM,42,Doctor,133,1,14343.0,2024-11-04T08:10:55
TX001189,AC00126,643.03,2023-08-01T16:23:37,Credit,Jacksonville,D000384,104.155.121.252,M002,Online,36,Engineer,52,1,2882.16,2024-11-04T08:08:22
TX001202,AC00263,471.75,2023-06-06T18:31:06,Credit,San Jose,D000443,100.4.40.132,M048,Branch,34,Doctor,41,1,12948.5,2024-11-04T08:10:54
TX001213,AC00417,51.15,2023-03-01T17:26:49,Credit,Los Angeles,D000215,221.206.44.63,M019,Branch,46,Engineer,199,1,8992.25,2024-11-04T08:10:54
TX001217,AC00433,293.54,2023-01-16T17:26:12,Debit,Sacramento,D000255,16.94.155.46,M026,Online,40,Engineer,45,1,2290.1,2024-11-04T08:08:24
TX001218,AC00381,23.38,2023-09-25T18:46:41,Debit,Memphis,D000412,6.204.110.7,M062,Branch,32,Engineer,89,1,9968.49,2024-11-04T08:09:41
TX001220,AC00029,129.48,2023-02-06T16:30:43,Debit,Seattle,D000315,106.244.1.47,M001,ATM,31,Engineer,179,1,7581.7,2024-11-04T08:10:43
TX001221,AC00291,743.03,2023-07-27T16:55:39,Debit,New York,D000103,73.54.203.165,M050,ATM,50,Engineer,174,1,4111.38,2024-11-04T08:09:19
TX001224,AC00093,295.82,2023-12-14T16:15:28,Credit,Chicago,D000088,144.228.168.6,M041,Branch,47,Engineer,46,1,5897.73,2024-11-04T08:07:47
TX001240,AC00103,36.97,2023-08-23T17:22:49,Debit,Virginia Beach,D000545,175.210.47.87,M087,Branch,41,Engineer,79,1,2850.92,2024-11-04T08:07:48
TX001241,AC00053,137.59,2023-01-03T16:27:16,Debit,Nashville,D000439,161.25.82.11,M065,ATM,30,Doctor,95,1,10679.67,2024-11-04T08:11:30
TX001247,AC00285,302.82,2023-11-03T16:50:20,Debit,Jacksonville,D000290,79.47.176.19,M020,ATM,36,Engineer,175,1,9384.54,2024-11-04T08:07:31
TX001253,AC00460,379.54,2023-01-03T17:14:14,Credit,Indianapolis,D000668,109.105.179.186,M040,Branch,41,Doctor,118,1,12571.76,2024-11-04T08:06:23
TX001263,AC00322,440.03,2023-11-29T16:11:50,Debit,San Jose,D000569,5.74.9.122,M099,Online,49,Engineer,88,1,1490.44,2024-11-04T08:10:19
TX001275,AC00398,1159.39,2023-10-12T16:29:49,Debit,Oklahoma City,D000294,173.135.78.201,M091,Online,41,Doctor,150,1,6499.53,2024-11-04T08:06:27
TX001278,AC00266,53.14,2023-04-21T17:19:56,Debit,Las Vegas,D000431,115.96.94.156,M062,ATM,34,Doctor,70,1,7915.0,2024-11-04T08:07:15
TX001280,AC00373,146.15,2023-01-06T17:52:11,Debit,Phoenix,D000640,60.166.231.236,M098,Branch,43,Doctor,75,1,13784.4,2024-11-04T08:06:59
TX001283,AC00409,76.02,2023-07-12T16:58:17,Credit,Albuquerque,D000644,181.223.246.123,M087,Online,34,Doctor,189,1,14765.41,2024-11-04T08:11:51
TX001288,AC00261,451.68,2023-04-18T18:55:32,Debit,Houston,D000113,210.160.90.52,M072,Online,33,Engineer,15,1,4381.54,2024-11-04T08:09:51
TX001289,AC00468,19.11,2023-09-18T16:31:03,Credit,Colorado Springs,D000546,148.25.159.90,M007,Online,49,Engineer,160,1,8478.46,2024-11-04T08:11:45
TX001291,AC00013,427.69,2023-03-28T16:02:03,Debit,Raleigh,D000347,24.148.92.177,M088,ATM,43,Engineer,236,1,2443.54,2024-11-04T08:11:53
TX001294,AC00200,190.17,2023-06-09T17:41:13,Debit,Baltimore,D000467,148.181.195.227,M043,ATM,49,Doctor,265,1,12893.85,2024-11-04T08:08:48
TX001307,AC00091,100.01,2023-06-29T16:06:51,Debit,Philadelphia,D000499,82.115.199.37,M061,ATM,50,Doctor,63,1,6393.12,2024-11-04T08:09:27
TX001308,AC00024,28.78,2023-08-07T16:08:04,Credit,Tucson,D000041,186.135.2.148,M096,Online,40,Doctor,51,1,680.55,2024-11-04T08:11:39
TX001312,AC00136,78.62,2023-07-31T16:46:29,Debit,Oklahoma City,D000521,80.90.35.146,M084,Branch,32,Doctor,52,1,1360.85,2024-11-04T08:08:12
TX001315,AC00452,30.87,2023-07-12T16:50:42,Debit,Fresno,D000015,34.92.221.183,M025,ATM,33,Doctor,295,1,14348.65,2024-11-04T08:10:43
TX001317,AC00125,220.23,2023-09-18T18:35:23,Debit,Milwaukee,D000663,19.20.13.234,M059,ATM,41,Engineer,48,1,3438.02,2024-11-04T08:06:33
TX001319,AC00264,101.52,2023-08-09T16:22:25,Debit,Tucson,D000002,63.82.133.139,M086,ATM,49,Engineer,98,1,2018.9,2024-11-04T08:08:38
TX001322,AC00235,270.72,2023-03-27T17:25:32,Debit,Los Angeles,D000149,145.76.10.8,M027,Branch,38,Doctor,37,1,6522.47,2024-11-04T08:12:10
TX001324,AC00329,247.58,2023-05-29T18:40:32,Debit,San Antonio,D000112,32.240.176.64,M068,ATM,39,Engineer,152,1,778.74,2024-11-04T08:07:18
TX001327,AC00453,109.91,2023-05-01T16:23:22,Debit,Seattle,D000517,173.135.78.201,M074,Branch,38,Doctor,90,1,12896.06,2024-11-04T08:10:57
TX001328,AC00367,215.72,2023-10-11T18:04:39,Credit,Columbus,D000682,93.151.52.152,M032,Branch,30,Engineer,137,1,8697.11,2024-11-04T08:11:54
TX001333,AC00051,186.55,2023-06-21T16:49:10,Debit,Philadelphia,D000049,60.166.231.236,M003,Branch,48,Engineer,288,1,224.65,2024-11-04T08:07:18
TX001339,AC00110,19.39,2023-11-17T16:39:20,Debit,Colorado Springs,D000294,201.95.180.152,M062,ATM,43,Doctor,45,1,9847.6,2024-11-04T08:11:24
TX001341,AC00079,57.07,2023-08-25T16:30:02,Credit,Boston,D000250,116.175.11.222,M027,Online,31,Doctor,99,1,9323.71,2024-11-04T08:11:35
TX001344,AC00344,46.11,2023-03-27T17:07:20,Debit,San Francisco,D000184,13.88.251.53,M048,Online,33,Doctor,233,1,5225.73,2024-11-04T08:10:44
TX001349,AC00094,31.7,2023-06-01T16:56:33,Credit,Raleigh,D000596,113.134.242.82,M074,ATM,48,Doctor,121,1,743.9,2024-11-04T08:08:02
TX001352,AC00335,315.94,2023-02-27T17:06:57,Credit,Raleigh,D000625,8.244.162.185,M024,Branch,49,Doctor,172,1,7719.71,2024-11-04T08:12:09
TX001358,AC00023,422.9,2023-02-27T16:15:53,Debit,Tucson,D000237,180.224.54.115,M027,ATM,40,Engineer,111,1,7616.43,2024-11-04T08:10:52
TX001359,AC00077,20.62,2023-06-21T17:10:18,Credit,Philadelphia,D000627,184.59.28.72,M014,ATM,35,Doctor,225,1,12500.8,2024-11-04T08:08:49
TX001362,AC00136,61.98,2023-01-03T18:18:14,Debit,Denver,D000376,20.147.6.179,M038,Online,49,Engineer,44,1,5212.28,2024-11-04T08:08:55
TX001364,AC00089,204.7,2023-09-21T16:08,Debit,Oklahoma City,D000359,141.201.46.191,M032,Branch,49,Doctor,95,5,5117.03,2024-11-04T08:10:26
TX001367,AC00268,195.49,2023-06-12T16:34:59,Debit,Memphis,D000472,147.227.81.224,M016,ATM,31,Doctor,212,1,11988.12,2024-11-04T08:08:35
TX001370,AC00167,405.6,2023-08-08T17:41:41,Debit,Tucson,D000643,36.77.94.252,M031,Online,37,Engineer,44,1,9754.73,2024-11-04T08:09:24
TX001372,AC00098,345.94,2023-10-09T17:32:57,Debit,Portland,D000354,129.102.184.189,M100,ATM,31,Doctor,163,1,7624.56,2024-11-04T08:11:40
TX001373,AC00116,356.56,2023-10-09T17:23:21,Debit,New York,D000399,157.130.28.27,M100,Online,47,Engineer,52,1,2485.73,2024-11-04T08:11:57
TX001374,AC00267,10.31,2023-01-13T16:23:56,Debit,Louisville,D000072,74.58.165.67,M054,Online,36,Engineer,280,1,2137.9,2024-11-04T08:11:14
TX001375,AC00447,211.69,2023-10-20T16:02:07,Debit,Atlanta,D000674,200.13.225.150,M066,Branch,30,Doctor,111,1,6412.85,2024-11-04T08:07:50
TX001377,AC00074,278.23,2023-05-04T17:49:33,Debit,Fresno,D000530,116.106.207.139,M019,Online,48,Engineer,83,1,8300.54,2024-11-04T08:09:46
TX001378,AC00063,116.88,2023-10-04T17:10:02,Debit,Memphis,D000024,23.163.145.195,M026,ATM,45,Doctor,263,1,7717.34,2024-11-04T08:10:02
TX001379,AC00085,328.77,2023-04-03T17:59:23,Credit,San Diego,D000133,101.120.142.50,M033,Online,39,Doctor,247,1,6967.03,2024-11-04T08:09:57
TX001391,AC00120,301.56,2023-02-09T17:46:49,Debit,Seattle,D000014,155.37.19.43,M011,Branch,49,Doctor,118,1,10389.6,2024-11-04T08:10:23
TX001393,AC00481,5.29,2023-03-13T18:24:20,Credit,San Francisco,D000121,62.27.235.199,M008,Online,32,Doctor,132,1,12896.68,2024-11-04T08:11:04
TX001394,AC00166,401.37,2023-09-18T16:18:19,Debit,Los Angeles,D000404,1.198.76.182,M031,Branch,43,Engineer,251,1,8208.54,2024-11-04T08:11:41
TX001395,AC00438,145.4,2023-07-06T17:53:38,Debit,Tucson,D000069,49.174.157.140,M044,Online,38,Engineer,24,1,5244.49,2024-11-04T08:09:52
TX001396,AC00090,556.34,2023-10-19T16:34:22,Debit,Seattle,D000377,59.127.135.25,M031,Online,37,Doctor,46,1,11935.14,2024-11-04T08:07:12
TX001399,AC00410,282.65,2023-03-08T17:42:36,Debit,Fort Worth,D000626,135.73.131.111,M012,ATM,35,Doctor,161,1,13801.15,2024-11-04T08:08:51
TX001401,AC00315,185.81,2023-09-20T16:30:06,Debit,Austin,D000696,201.114.165.141,M033,Online,32,Doctor,116,1,9588.71,2024-11-04T08:10:15
TX001402,AC00092,66.01,2023-10-06T18:39:39,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1,3475.99,2024-11-04T08:07:05
TX001405,AC00498,26.75,2023-05-08T16:25:03,Debit,Indianapolis,D000537,131.41.45.13,M096,Online,33,Doctor,27,1,12063.77,2024-11-04T08:07
TX001417,AC00056,18.56,2023-04-24T17:04:21,Credit,Memphis,D000189,41.82.55.163,M094,Branch,49,Engineer,161,1,4230.37,2024-11-04T08:07:40
TX001421,AC00297,66.91,2023-01-30T18:47:17,Debit,Seattle,D000509,51.196.87.214,M047,ATM,39,Doctor,85,1,871.1,2024-11-04T08:10:19
TX001422,AC00144,335.48,2023-03-02T16:06:18,Debit,Oklahoma City,D000211,107.247.202.71,M040,Branch,45,Engineer,155,1,3023.16,2024-11-04T08:06:45
TX001431,AC00059,344.97,2023-03-20T17:30:52,Debit,Austin,D000264,214.67.148.245,M050,Online,34,Doctor,106,1,5577.94,2024-11-04T08:09:39
TX001432,AC00341,172.29,2023-01-30T17:22:39,Debit,El Paso,D000474,72.128.135.172,M034,ATM,36,Engineer,283,1,8700.8,2024-11-04T08:08:42
TX001434,AC00455,101.23,2023-08-04T18:34:01,Debit,Colorado Springs,D000696,171.150.178.172,M015,Online,45,Engineer,87,1,6169.71,2024-11-04T08:06:42
TX001437,AC00275,147.31,2023-06-12T17:10:27,Credit,Mesa,D000059,100.4.40.132,M005,Online,34,Doctor,92,1,13625.52,2024-11-04T08:07:58
TX001442,AC00441,491.1,2023-06-05T16:08:37,Credit,Houston,D000408,175.210.47.87,M067,Online,35,Engineer,125,1,7833.85,2024-11-04T08:07:32
TX001445,AC00245,169.28,2023-03-27T18:08:06,Debit,Philadelphia,D000227,218.238.171.184,M057,Branch,45,Doctor,114,1,5128.44,2024-11-04T08:11:54
TX001448,AC00080,991.82,2023-12-04T16:16:19,Debit,Milwaukee,D000496,62.152.134.92,M042,Online,43,Engineer,300,1,3493.13,2024-11-04T08:10:11
TX001450,AC00218,152.01,2023-02-23T16:41:55,Debit,Fort Worth,D000407,80.75.92.66,M095,ATM,42,Engineer,111,3,4625.12,2024-11-04T08:11:14
TX001451,AC00268,78.77,2023-05-08T18:36:59,Credit,Las Vegas,D000301,64.15.0.66,M085,ATM,48,Engineer,50,1,6470.57,2024-11-04T08:06:41
TX001452,AC00460,26.5,2023-02-08T16:42:59,Debit,Indianapolis,D000175,9.230.41.239,M063,Online,48,Engineer,179,1,4854.83,2024-11-04T08:07:24
TX001453,AC00257,83.62,2023-06-22T17:18:09,Debit,Raleigh,D000554,202.21.120.44,M069,ATM,48,Doctor,146,1,12652.22,2024-11-04T08:12:06
TX001455,AC00162,55.99,2023-11-13T16:16:24,Debit,El Paso,D000525,215.97.143.157,M037,ATM,35,Doctor,95,1,932.61,2024-11-04T08:07:20
TX001473,AC00373,52.94,2023-06-12T17:36:25,Debit,Tucson,D000160,98.255.160.110,M052,Branch,41,Doctor,146,1,6990.92,2024-11-04T08:11:08
TX001477,AC00002,12.62,2023-05-05T16:35:44,Debit,El Paso,D000475,93.160.83.196,M068,Branch,33,Doctor,61,1,6420.47,2024-11-04T08:09:03
TX001479,AC00393,373.52,2023-09-25T16:23:23,Debit,Colorado Springs,D000673,219.31.152.129,M026,ATM,35,Engineer,235,1,6430.41,2024-11-04T08:11:16
TX001483,AC00218,494.96,2023-03-31T16:34:38,Debit,Sacramento,D000320,45.182.28.148,M067,ATM,40,Engineer,132,1,6903.68,2024-11-04T08:08:34
TX001485,AC00060,440.94,2023-09-13T18:38:27,Debit,San Antonio,D000133,189.20.224.220,M008,Online,42,Doctor,148,1,7303.23,2024-11-04T08:11:22
TX001491,AC00233,38.14,2023-04-07T16:16,Debit,Portland,D000016,160.212.125.105,M072,Branch,50,Engineer,165,1,9879.87,2024-11-04T08:07:16
TX001493,AC00277,736.32,2023-04-12T17:06:06,Debit,Indianapolis,D000503,64.15.0.66,M054,Online,31,Doctor,28,1,14268.95,2024-11-04T08:10:23
TX001500,AC00449,265.37,2023-05-26T17:56:17,Debit,Washington,D000633,173.252.44.183,M013,Branch,33,Engineer,77,1,5229.95,2024-11-04T08:09:20
TX001502,AC00370,417.26,2023-02-27T17:01:24,Credit,New York,D000183,17.36.132.202,M049,Online,32,Doctor,45,1,10442.48,2024-11-04T08:11:53
TX001511,AC00438,135.35,2023-07-28T18:42:51,Debit,Houston,D000219,218.54.207.160,M098,Branch,33,Engineer,82,1,9983.36,2024-11-04T08:07:24
TX001514,AC00416,214.15,2023-10-30T17:07:54,Debit,Detroit,D000531,210.228.226.64,M064,Branch,32,Engineer,217,1,6397.29,2024-11-04T08:10:59
TX001515,AC00272,71.34,2023-08-28T16:00,Debit,Miami,D000256,188.225.207.71,M021,Online,49,Engineer,144,3,6345.03,2024-11-04T08:09:43
TX001516,AC00468,170.36,2023-03-27T16:56:29,Debit,Indianapolis,D000225,133.63.96.21,M091,ATM,30,Doctor,118,1,6034.73,2024-11-04T08:09:24
TX001519,AC00271,213.42,2023-07-27T17:30:14,Debit,Columbus,D000536,133.67.250.163,M052,ATM,45,Engineer,17,1,3736.38,2024-11-04T08:11:26
TX001536,AC00480,292.95,2023-02-16T16:23:11,Debit,Memphis,D000456,221.169.49.152,M055,Branch,37,Engineer,56,1,1216.91,2024-11-04T08:11:13
TX001541,AC00153,89.5,2023-08-21T16:22:06,Credit,Louisville,D000014,166.79.195.157,M020,Branch,41,Engineer,134,1,8658.95,2024-11-04T08:09:01
TX001555,AC00497,239.41,2023-11-01T17:23:46,Credit,Baltimore,D000693,145.246.171.225,M064,Online,42,Doctor,248,1,7860.65,2024-11-04T08:07:19
TX001558,AC00245,262.43,2023-06-13T17:26:54,Credit,San Diego,D000365,172.184.35.29,M046,Online,37,Doctor,274,5,12841.01,2024-11-04T08:07:46
TX001561,AC00362,111.66,2023-06-07T18:18:32,Credit,Washington,D000384,62.251.170.72,M068,Online,48,Engineer,140,1,5716.72,2024-11-04T08:07:36
TX001563,AC00112,554.15,2023-04-18T17:17:37,Debit,Raleigh,D000087,151.247.130.190,M066,ATM,49,Doctor,108,1,14817.22,2024-11-04T08:12:11
TX001564,AC00057,598.66,2023-01-10T16:51:44,Credit,Charlotte,D000316,52.50.209.49,M032,Branch,32,Engineer,222,1,2587.11,2024-11-04T08:11:41
TX001566,AC00233,16.8,2023-11-27T17:01:48,Debit,San Diego,D000426,86.220.59.252,M021,ATM,49,Doctor,94,1,11847.07,2024-11-04T08:09:51
TX001567,AC00466,896.79,2023-11-06T16:35:59,Debit,Dallas,D000582,138.87.180.254,M087,Online,33,Doctor,168,1,11146.74,2024-11-04T08:06:45
TX001568,AC00453,159.0,2023-03-06T18:04:32,Debit,Las Vegas,D000545,77.92.193.22,M059,ATM,49,Engineer,38,1,369.79,2024-11-04T08:08:35
TX001572,AC00247,101.28,2023-08-23T18:19:06,Credit,Chicago,D000506,81.222.37.186,M023,Online,32,Engineer,75,1,2774.35,2024-11-04T08:06:44
TX001577,AC00059,65.11,2023-09-07T16:47:49,Debit,Nashville,D000204,223.32.70.156,M026,ATM,34,Engineer,150,1,8485.14,2024-11-04T08:08:55
TX001583,AC00447,160.24,2023-08-08T17:06:41,Debit,Washington,D000378,98.39.212.221,M019,ATM,31,Engineer,15,1,5526.97,2024-11-04T08:09:07
TX001587,AC00241,211.36,2023-09-14T17:08:40,Debit,San Francisco,D000039,223.189.165.37,M020,Branch,47,Engineer,194,1,4760.34,2024-11-04T08:11:24
TX001597,AC00411,11.86,2023-09-05T16:43:36,Debit,Sacramento,D000165,148.112.151.27,M054,Branch,31,Engineer,129,1,6782.61,2024-11-04T08:08:52
TX001603,AC00058,199.14,2023-08-02T17:32:29,Debit,Seattle,D000073,187.199.178.27,M005,Branch,31,Engineer,36,1,7001.25,2024-11-04T08:10:52
TX001610,AC00273,1431.33,2023-01-17T17:50:51,Debit,Charlotte,D000434,13.88.251.53,M075,ATM,30,Doctor,49,1,5567.98,2024-11-04T08:09:18
TX001619,AC00305,108.75,2023-10-17T16:09:20,Debit,Houston,D000081,119.163.214.161,M097,ATM,50,Doctor,23,4,14829.85,2024-11-04T08:10:18
TX001623,AC00087,154.21,2023-01-02T16:01:26,Debit,Miami,D000549,190.251.45.32,M083,Online,46,Engineer,75,1,8045.77,2024-11-04T08:10:33
TX001628,AC00141,398.7,2023-08-28T16:02:11,Debit,Albuquerque,D000426,198.39.35.23,M006,ATM,47,Doctor,276,1,7987.74,2024-11-04T08:09:04
TX001630,AC00334,378.2,2023-01-09T17:12:40,Debit,Mesa,D000588,21.122.39.207,M008,Branch,40,Engineer,167,1,7372.81,2024-11-04T08:11:02
TX001631,AC00175,124.74,2023-11-27T16:33:20,Debit,Los Angeles,D000302,39.163.103.27,M038,ATM,49,Engineer,33,1,2987.97,2024-11-04T08:08:17
TX001636,AC00465,40.12,2023-04-19T17:03:11,Credit,Dallas,D000203,44.73.3.217,M016,ATM,36,Doctor,269,1,14304.38,2024-11-04T08:10:40
TX001637,AC00126,125.0,2023-06-05T16:19:55,Credit,Indianapolis,D000617,98.39.212.221,M046,Online,49,Engineer,177,1,3215.76,2024-11-04T08:11:36
TX001643,AC00291,383.95,2023-09-20T17:57:15,Credit,San Diego,D000504,39.129.125.110,M068,Online,31,Engineer,143,1,9933.56,2024-11-04T08:07:55
TX001646,AC00378,981.76,2023-09-25T16:23:57,Debit,Milwaukee,D000625,146.53.16.47,M040,Online,45,Doctor,234,1,602.36,2024-11-04T08:06:45
TX001657,AC00185,172.68,2023-02-20T16:07:41,Debit,Baltimore,D000371,81.67.222.238,M031,ATM,33,Doctor,17,1,10724.95,2024-11-04T08:07:49
TX001658,AC00498,139.88,2023-01-23T16:05:26,Debit,Colorado Springs,D000535,89.18.54.235,M024,ATM,34,Engineer,162,1,2969.71,2024-11-04T08:07:25
TX001676,AC00091,49.84,2023-10-13T16:05:10,Debit,Chicago,D000290,212.220.106.248,M095,ATM,49,Doctor,146,1,7872.04,2024-11-04T08:07:16
TX001689,AC00354,109.28,2023-06-09T16:20:12,Debit,San Diego,D000047,159.37.30.154,M082,Online,36,Engineer,112,4,6338.35,2024-11-04T08:07:21
TX001690,AC00313,27.51,2023-09-20T18:16:03,Credit,Columbus,D000250,47.82.77.181,M057,Online,40,Doctor,103,1,13645.63,2024-11-04T08:06:27
TX001693,AC00232,25.77,2023-07-17T17:15:21,Credit,San Diego,D000026,120.16.186.17,M078,Online,45,Doctor,277,1,11749.77,2024-11-04T08:10:33
TX001696,AC00175,521.01,2023-10-13T17:54:57,Credit,Seattle,D000205,36.13.239.172,M041,Branch,41,Engineer,73,1,4004.55,2024-11-04T08:07:07
TX001699,AC00356,265.44,2023-01-17T16:41:18,Debit,San Antonio,D000341,10.223.224.50,M090,ATM,30,Engineer,169,1,9700.77,2024-11-04T08:09:38
TX001702,AC00411,111.55,2023-12-28T16:27:12,Debit,Denver,D000632,81.156.221.124,M039,ATM,46,Doctor,101,1,12221.17,2024-11-04T08:08:09
TX001703,AC00294,321.82,2023-07-14T16:20:55,Credit,Raleigh,D000518,100.137.90.188,M049,Branch,32,Engineer,43,1,6500.5,2024-11-04T08:08:22
TX001704,AC00205,1294.81,2023-12-11T16:53:08,Credit,Washington,D000489,76.0.164.168,M026,Branch,45,Engineer,279,1,9927.75,2024-11-04T08:11:44
TX001707,AC00048,1283.97,2023-08-09T17:32:04,Debit,Colorado Springs,D000340,4.134.78.167,M030,ATM,42,Doctor,121,1,11041.9,2024-11-04T08:07:52
TX001718,AC00121,80.97,2023-01-09T17:27:58,Debit,Seattle,D000255,146.69.70.214,M026,Online,38,Doctor,157,1,5926.31,2024-11-04T08:09:06
TX001723,AC00193,435.98,2023-10-12T16:29:09,Debit,Mesa,D000282,216.151.64.40,M099,Branch,30,Engineer,105,1,7334.08,2024-11-04T08:11:05
TX001726,AC00246,290.86,2023-06-05T17:45:07,Debit,Louisville,D000621,173.232.121.213,M068,Online,45,Doctor,36,1,14631.88,2024-11-04T08:10:45
TX001727,AC00120,85.73,2023-03-01T16:09:58,Debit,Virginia Beach,D000072,134.222.122.238,M100,ATM,41,Doctor,266,1,14928.35,2024-11-04T08:08:37
TX001731,AC00087,346.12,2023-12-29T17:55:30,Debit,San Francisco,D000150,92.180.81.50,M067,Branch,44,Doctor,12,1,13084.27,2024-11-04T08:11
TX001732,AC00333,1.93,2023-10-19T18:06:08,Debit,Chicago,D000297,162.58.247.55,M030,Branch,47,Doctor,175,5,5684.09,2024-11-04T08:08:33
TX001737,AC00010,7.56,2023-02-06T16:38:45,Debit,Milwaukee,D000358,205.45.234.42,M070,ATM,40,Doctor,145,1,8528.72,2024-11-04T08:07:19
TX001738,AC00087,540.4,2023-02-22T16:42:17,Debit,Houston,D000414,166.79.195.157,M061,Branch,45,Doctor,272,1,425.77,2024-11-04T08:06:52
TX001743,AC00053,117.66,2023-08-03T18:19:53,Credit,Memphis,D000047,34.125.226.63,M014,Branch,39,Doctor,126,1,6794.17,2024-11-04T08:07:55
TX001751,AC00155,607.28,2023-01-23T16:47:11,Debit,Baltimore,D000376,131.41.45.13,M098,ATM,32,Doctor,84,1,9679.68,2024-11-04T08:10:16
TX001756,AC00405,247.93,2023-08-14T18:08:27,Debit,Indianapolis,D000082,3.102.127.165,M100,Branch,37,Engineer,79,1,9801.48,2024-11-04T08:09:24
TX001762,AC00302,254.34,2023-09-14T17:04:03,Debit,El Paso,D000412,214.125.131.88,M084,Online,49,Engineer,79,1,5461.08,2024-11-04T08:11:06
TX001764,AC00464,14.0,2023-09-06T16:24:45,Debit,San Antonio,D000357,106.140.105.35,M063,ATM,49,Engineer,173,1,7975.18,2024-11-04T08:09:26
TX001765,AC00473,57.16,2023-06-15T18:45:38,Debit,Columbus,D000110,136.104.90.223,M022,ATM,40,Engineer,74,1,222.22,2024-11-04T08:08:46
TX001766,AC00486,282.26,2023-06-26T16:55:17,Debit,Memphis,D000048,210.136.14.108,M028,Online,37,Engineer,278,1,6857.2,2024-11-04T08:08:20
TX001767,AC00348,46.96,2023-06-30T16:44:37,Debit,Las Vegas,D000286,217.233.219.196,M070,Online,46,Engineer,12,1,2028.92,2024-11-04T08:11:10
TX001768,AC00398,473.2,2023-08-07T16:02:07,Debit,Houston,D000116,120.170.93.69,M054,Online,34,Doctor,173,1,248.52,2024-11-04T08:10:30
TX001776,AC00021,486.61,2023-11-28T16:17:29,Credit,Sacramento,D000334,152.140.239.181,M047,ATM,48,Engineer,130,1,2006.69,2024-11-04T08:06:34
TX001782,AC00478,216.76,2023-11-09T17:26:27,Credit,Omaha,D000097,205.69.66.135,M033,Online,47,Engineer,138,1,643.64,2024-11-04T08:09:35
TX001783,AC00398,418.02,2023-06-06T17:56:44,Debit,Los Angeles,D000170,57.141.198.111,M017,ATM,46,Doctor,110,1,11011.86,2024-11-04T08:06:33
TX001784,AC00380,292.03,2023-09-04T16:20:20,Credit,Memphis,D000659,167.104.180.235,M050,ATM,46,Engineer,154,1,951.33,2024-11-04T08:07:11
TX001788,AC00319,253.46,2023-05-22T16:27:35,Debit,Memphis,D000057,8.243.4.138,M046,ATM,45,Engineer,60,1,1338.95,2024-11-04T08:07:11
TX001797,AC00146,1135.8,2023-09-06T16:03:15,Debit,San Diego,D000485,16.131.3.140,M004,ATM,30,Doctor,250,1,13534.3,2024-11-04T08:07:14
TX001798,AC00359,297.6,2023-10-03T16:48:49,Debit,Milwaukee,D000255,192.95.36.246,M099,Online,39,Doctor,162,1,1461.17,2024-11-04T08:09:49
TX001799,AC00164,683.75,2023-02-20T18:56:31,Debit,Las Vegas,D000312,190.92.63.219,M073,Branch,32,Doctor,106,1,6333.72,2024-11-04T08:07:48
TX001800,AC00079,21.4,2023-02-13T16:14,Credit,Kansas City,D000168,115.241.186.164,M009,Online,48,Engineer,129,1,8551.6,2024-11-04T08:12:21
TX001804,AC00179,216.03,2023-10-27T18:28:05,Debit,Boston,D000160,90.111.245.138,M042,ATM,42,Doctor,300,1,10462.77,2024-11-04T08:09:44
TX001809,AC00339,291.09,2023-11-20T18:53:47,Debit,El Paso,D000588,49.31.186.82,M019,Branch,48,Engineer,73,1,6312.79,2024-11-04T08:08:42
TX001815,AC00397,18.3,2023-02-13T16:21:46,Debit,Mesa,D000315,168.55.35.243,M011,Online,48,Engineer,155,1,3733.52,2024-11-04T08:08:03
TX001817,AC00188,179.38,2023-03-13T17:16:57,Debit,Mesa,D000218,199.59.68.207,M028,Online,40,Doctor,173,1,11666.18,2024-11-04T08:10:30
TX001819,AC00094,13.92,2023-05-29T17:30:14,Debit,Los Angeles,D000553,92.214.76.157,M024,ATM,37,Engineer,209,1,2735.84,2024-11-04T08:09:58
TX001822,AC00102,54.8,2023-06-01T16:15:49,Debit,Albuquerque,D000168,87.50.72.69,M093,Branch,34,Engineer,140,1,4943.49,2024-11-04T08:08:57
TX001825,AC00289,93.82,2023-06-26T17:37:20,Debit,San Diego,D000018,16.250.113.156,M006,Online,39,Engineer,176,1,8422.06,2024-11-04T08:11:15
TX001827,AC00493,178.39,2023-08-15T18:22:03,Debit,Tucson,D000257,65.27.212.129,M080,Online,34,Engineer,98,1,8469.43,2024-11-04T08:09:32
TX001831,AC00396,198.92,2023-10-23T16:47:56,Debit,Milwaukee,D000301,4.101.189.38,M020,Online,36,Engineer,100,1,2854.66,2024-11-04T08:10:19
TX001835,AC00349,1.14,2023-10-23T16:15:08,Debit,Indianapolis,D000159,93.218.115.132,M071,Branch,43,Doctor,137,1,13913.92,2024-11-04T08:11:37
TX001837,AC00197,56.11,2023-03-27T17:25:28,Debit,Boston,D000668,133.63.96.21,M025,Branch,36,Doctor,109,1,11123.65,2024-11-04T08:06:58
