Transaction ID,AccountId,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IpAddress,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX000431,AC00443,299.09,Credit,2023-01-16T16:14:45,Boston,D000540,113.115.81.178,M034,Branch,36,Engineer,84,1,5615.26,2024-11-04T08:08:01
TX000433,AC00285,100.52,Debit,2023-01-30T17:28,Las Vegas,D000140,113.115.81.178,M038,ATM,50,Engineer,110,1,453.39,2024-11-04T08:11:28
TX000435,AC00217,79.76,Debit,2023-02-06T16:26:29,Raleigh,D000268,157.130.28.27,M055,Branch,39,Engineer,170,1,6452.14,2024-11-04T08:09:34
TX000437,AC00357,386.38,Debit,2023-01-24T16:00:14,Phoenix,D000461,203.197.235.35,M058,Online,42,Engineer,135,1,5528.36,2024-11-04T08:10:06
TX000438,AC00080,165.25,Debit,2023-11-24T17:11:27,Sacramento,D000124,70.130.169.235,M025,Online,35,Doctor,106,1,9939.94,2024-11-04T08:11:35
TX000439,AC00493,14.29,Debit,2023-02-28T16:28:25,Los Angeles,D000317,90.111.245.138,M070,ATM,34,Engineer,150,1,7016.99,2024-11-04T08:08:52
TX000440,AC00420,232.79,Credit,2023-09-20T17:36:06,Indianapolis,D000160,6.234.101.35,M019,Branch,55,Retired,145,1,2661.3,2024-11-04T08:11:40
TX000442,AC00351,92.29,Debit,2023-02-15T16:17:59,Albuquerque,D000264,210.136.14.108,M015,Branch,54,Engineer,115,1,2026.32,2024-11-04T08:11:25
TX000445,AC00280,251.06,Debit,2023-12-06T17:27:14,Colorado Springs,D000593,195.237.152.198,M003,Online,36,Doctor,34,1,10001.66,2024-11-04T08:10:13
TX000447,AC00122,21.4,Debit,2023-12-26T16:07:28,Fresno,D000537,198.166.198.233,M027,Branch,34,Engineer,258,1,9594.11,2024-11-04T08:11:40
TX000449,AC00093,70.23,Debit,2023-09-13T16:18:07,Memphis,D000293,146.47.189.38,M066,ATM,38,Doctor,260,1,11624.93,2024-11-04T08:07:16
TX000456,AC00307,219.63,Debit,2023-11-10T16:06:27,Charlotte,D000220,146.47.189.38,M002,ATM,48,Doctor,44,1,8013.63,2024-11-04T08:07:29
TX000457,AC00434,188.7,Debit,2023-02-10T16:01:04,New York,D000501,55.139.104.163,M099,Branch,54,Retired,123,1,5077.06,2024-11-04T08:09:59
TX000458,AC00290,93.52,Debit,2023-08-14T17:41:24,Philadelphia,D000430,190.251.45.32,M011,Online,51,Engineer,97,1,2791.2,2024-11-04T08:08:04
TX000467,AC00063,445.41,Debit,2023-11-20T16:27:31,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,3,12154.66,2024-11-04T08:08:08
TX000469,AC00218,346.85,Debit,2023-11-03T18:33:50,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,7208.15,2024-11-04T08:10:25
TX000474,AC00464,35.84,Credit,2023-03-28T17:23:54,Colorado Springs,D000422,35.73.67.98,M013,Online,54,Retired,172,1,4795.65,2024-11-04T08:10:57
TX000477,AC00442,53.81,Credit,2023-10-16T16:55:44,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2564.62,2024-11-04T08:12:05
TX000478,AC00054,22.46,Debit,2023-05-17T16:03:51,New York,D000602,147.119.62.178,M087,Online,54,Retired,78,1,6631.5,2024-11-04T08:07:46
TX000480,AC00350,319.27,Credit,2023-07-20T16:58:05,Omaha,D000457,214.67.148.245,M068,Online,54,Retired,59,1,5504.01,2024-11-04T08:06:35
TX000484,AC00305,99.11,Debit,2023-05-01T16:58:41,Philadelphia,D000195,42.219.228.159,M015,Online,55,Retired,12,1,5414.87,2024-11-04T08:09:35
TX000485,AC00329,539.35,Debit,2023-05-22T17:34:50,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1,3919.44,2024-11-04T08:11:49
TX000487,AC00148,1416.69,Debit,2023-01-16T17:00:11,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,3740.73,2024-11-04T08:11:35
TX000489,AC00463,308.68,Debit,2023-02-27T17:14:10,Milwaukee,D000391,86.220.59.252,M064,Online,53,Doctor,170,1,9992.36,2024-11-04T08:10:16
TX000491,AC00166,0.99,Debit,2023-09-13T16:55:14,Los Angeles,D000503,187.199.178.27,M029,ATM,45,Engineer,133,1,4317.85,2024-11-04T08:09:12
TX000492,AC00318,505.19,Debit,2023-03-14T16:25:04,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,5,5326.68,2024-11-04T08:10:19
TX000497,AC00114,286.5,Credit,2023-10-23T16:58:04,Boston,D000602,16.128.130.153,M097,Branch,30,Engineer,60,1,8517.95,2024-11-04T08:09:17
TX000500,AC00325,157.97,Debit,2023-06-21T16:00:51,Philadelphia,D000635,89.237.88.251,M009,Branch,48,Doctor,140,1,5529.92,2024-11-04T08:10:06
TX000501,AC00433,120.9,Debit,2023-07-12T16:17:27,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42,2024-11-04T08:08:19
TX000504,AC00080,149.25,Debit,2023-04-10T16:38:45,Omaha,D000604,3.77.114.6,M067,ATM,39,Engineer,142,1,5677.52,2024-11-04T08:07:41
TX000505,AC00052,3.42,Credit,2023-09-25T16:14:35,San Antonio,D000484,151.247.130.190,M092,Online,43,Doctor,158,1,14180.21,2024-11-04T08:08:48
TX000506,AC00095,68.19,Credit,2023-03-14T16:07:32,Fresno,D000589,134.140.85.231,M026,Online,40,Doctor,189,1,9895.1,2024-11-04T08:07:50
TX000507,AC00327,493.42,Debit,2023-06-14T17:21:32,Baltimore,D000474,28.149.72.129,M039,Branch,39,Engineer,111,1,2232.84,2024-11-04T08:10:01
TX000512,AC00153,1116.48,Debit,2023-09-18T17:44:50,San Diego,D000633,164.75.163.220,M057,ATM,51,Engineer,55,1,447.53,2024-11-04T08:11:35
TX000513,AC00012,8.65,Debit,2023-06-05T17:08:37,Las Vegas,D000309,200.136.146.93,M037,Online,48,Doctor,273,1,10778.35,2024-11-04T08:09:03
TX000514,AC00469,65.57,Debit,2023-04-06T17:24:16,Miami,D000649,1.198.76.182,M039,Online,41,Engineer,82,1,7513.79,2024-11-04T08:06:26
TX000515,AC00127,539.81,Debit,2023-02-21T16:14:16,San Francisco,D000632,51.196.87.214,M064,Online,46,Engineer,177,1,2051.25,2024-11-04T08:09:05
TX000517,AC00092,64.9,Credit,2023-02-14T16:23:39,Detroit,D000165,45.246.89.225,M043,Branch,51,Retired,72,1,6854.61,2024-11-04T08:10:18
TX000519,AC00067,167.2,Debit,2023-01-18T17:53:37,San Antonio,D000002,56.67.227.142,M036,Branch,30,Doctor,84,1,11320.83,2024-11-04T08:06:52
TX000521,AC00098,137.57,Debit,2023-12-11T17:26:22,Louisville,D000218,40.10.25.102,M067,Online,54,Engineer,70,1,5103.67,2024-11-04T08:11:22
TX000522,AC00345,534.62,Debit,2023-12-05T17:51:28,Oklahoma City,D000354,178.34.103.183,M007,Online,55,Doctor,45,1,13793.53,2024-11-04T08:06:35
TX000523,AC00360,463.92,Debit,2023-03-13T16:41:12,Mesa,D000533,199.103.32.145,M010,Online,50,Engineer,199,1,2403.39,2024-11-04T08:09:14
TX000527,AC00173,345.81,Debit,2023-06-26T16:10:57,Raleigh,D000417,191.82.103.198,M099,Branch,40,Engineer,135,1,6116.8,2024-11-04T08:12:14
TX000529,AC00339,42.55,Debit,2023-03-31T18:57:11,Seattle,D000034,40.192.99.27,M013,Branch,53,Engineer,29,1,7341.43,2024-11-04T08:10:32
TX000535,AC00152,227.22,Debit,2023-03-27T18:52:04,El Paso,D000350,197.187.216.106,M074,ATM,53,Doctor,220,1,832.82,2024-11-04T08:11:56
TX000536,AC00161,1182.86,Debit,2023-12-11T16:06:51,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1,7696.16,2024-11-04T08:08:58
TX000539,AC00183,59.44,Debit,2023-06-13T17:52:56,Chicago,D000479,64.15.0.66,M002,Online,35,Engineer,176,1,5472.03,2024-11-04T08:06:34
TX000540,AC00407,186.69,Debit,2023-12-29T16:38:21,New York,D000546,162.151.179.167,M015,Branch,30,Engineer,54,1,8602.22,2024-11-04T08:08:12
TX000542,AC00314,65.09,Credit,2023-02-28T17:58:02,Seattle,D000434,144.91.150.133,M066,Online,44,Engineer,159,1,9370.9,2024-11-04T08:09:41
TX000543,AC00467,457.09,Credit,2023-05-25T16:52:57,Nashville,D000278,21.97.154.92,M033,Online,55,Engineer,63,1,8570.82,2024-11-04T08:08:45
TX000544,AC00316,552.02,Credit,2023-11-30T16:51:46,Chicago,D000061,156.173.170.140,M048,ATM,44,Engineer,100,1,522.08,2024-11-04T08:09:25
TX000545,AC00145,377.12,Debit,2023-08-14T17:12:27,Houston,D000321,112.56.160.202,M049,ATM,34,Engineer,61,1,836.67,2024-11-04T08:11:40
TX000547,AC00005,420.28,Debit,2023-05-17T17:28:25,Washington,D000677,110.150.1.201,M002,Branch,35,Doctor,144,1,8557.32,2024-11-04T08:09:01
TX000550,AC00257,73.88,Debit,2023-01-02T16:27:18,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,2024-11-04T08:09:09
TX000553,AC00158,245.93,Debit,2023-06-06T18:53:35,Fresno,D000096,219.98.242.240,M054,Branch,54,Engineer,172,1,7986.63,2024-11-04T08:11:58
TX000555,AC00322,43.73,Debit,2023-04-03T16:43:29,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43,2024-11-04T08:10:33
TX000557,AC00083,2.03,Credit,2024-01-01T16:07:05,Detroit,D000271,112.86.148.212,M012,ATM,33,Engineer,28,1,3012.31,2024-11-04T08:08:50
TX000558,AC00402,770.65,Debit,2023-07-05T17:49:26,Jacksonville,D000119,161.161.26.115,M016,Online,31,Doctor,137,1,7198.8,2024-11-04T08:09:01
TX000563,AC00216,106.39,Debit,2023-02-13T18:42:09,Virginia Beach,D000485,211.42.9.0,M003,Online,37,Doctor,281,1,9410.99,2024-11-04T08:10:32
TX000564,AC00223,12.04,Debit,2023-11-15T16:08:52,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1,6213.32,2024-11-04T08:08:25
TX000569,AC00298,163.94,Credit,2023-08-03T18:49:37,Virginia Beach,D000352,154.48.233.165,M041,Branch,52,Retired,73,1,5957.37,2024-11-04T08:09:51
TX000571,AC00424,262.22,Credit,2023-07-13T17:48:24,Baltimore,D000006,177.116.108.246,M080,ATM,40,Engineer,136,1,5711.71,2024-11-04T08:12:12
TX000573,AC00471,121.43,Credit,2023-03-21T16:20:33,Sacramento,D000244,171.101.134.74,M062,Branch,52,Engineer,243,1,7365.28,2024-11-04T08:07:28
TX000574,AC00461,350.46,Debit,2023-12-08T16:16:02,Nashville,D000079,152.234.65.155,M023,Branch,51,Retired,165,1,5839.38,2024-11-04T08:06:32
TX000581,AC00378,118.1,Debit,2023-10-31T16:49:13,Memphis,D000023,110.243.14.36,M071,Online,54,Engineer,167,1,895.66,2024-11-04T08:09:14
TX000585,AC00150,992.17,Debit,2023-02-27T18:23:11,San Antonio,D000205,90.111.245.138,M007,ATM,43,Doctor,169,1,6215.96,2024-11-04T08:12:19
TX000586,AC00362,94.59,Debit,2023-12-01T17:04,Washington,D000270,47.82.77.181,M085,Online,39,Doctor,34,1,6171.89,2024-11-04T08:10:37
TX000591,AC00449,10.65,Debit,2023-04-24T16:24:49,Louisville,D000484,38.166.40.246,M081,Online,54,Doctor,161,1,13240.72,2024-11-04T08:10:21
TX000595,AC00051,312.47,Debit,2023-05-02T17:24:26,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,9419.27,2024-11-04T08:08:05
TX000596,AC00471,346.11,Debit,2023-01-04T17:00:17,Dallas,D000362,130.92.201.49,M007,Branch,41,Engineer,213,1,9551.64,2024-11-04T08:08:03
TX000597,AC00039,138.06,Debit,2023-07-25T17:21:53,Charlotte,D000188,113.21.93.28,M099,Branch,44,Engineer,159,1,1070.47,2024-11-04T08:06:52
TX000598,AC00274,158.02,Debit,2023-09-20T17:09:14,New York,D000032,60.153.124.80,M026,ATM,49,Engineer,120,1,9374.24,2024-11-04T08:09:57
TX000600,AC00211,435.5,Debit,2023-05-15T18:41:05,Oklahoma City,D000461,10.191.172.154,M008,ATM,55,Retired,112,1,6981.03,2024-11-04T08:09:40
TX000602,AC00436,329.4,Debit,2023-12-25T16:30:09,Denver,D000692,104.155.121.252,M017,Online,34,Doctor,68,1,9588.07,2024-11-04T08:07:55
TX000603,AC00107,635.4,Debit,2023-09-19T16:55,Denver,D000002,215.97.143.157,M018,ATM,47,Doctor,106,1,1238.11,2024-11-04T08:11:45
TX000610,AC00479,56.12,Debit,2023-09-13T18:49:55,El Paso,D000431,11.167.243.171,M049,ATM,30,Doctor,102,1,8839.67,2024-11-04T08:09:30
TX000612,AC00242,35.16,Debit,2023-10-25T17:50:23,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,2024-11-04T08:10:34
TX000616,AC00359,139.03,Credit,2023-08-30T18:00:09,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57,2024-11-04T08:11:29
TX000621,AC00183,420.76,Debit,2023-02-23T16:04:35,Miami,D000329,76.0.164.168,M054,Branch,51,Retired,76,1,6581.55,2024-11-04T08:08:38
TX000623,AC00354,1162.42,Credit,2023-08-23T16:35:42,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,2024-11-04T08:09:09
TX000625,AC00425,580.71,Debit,2023-09-20T16:37:48,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670.0,2024-11-04T08:10:54
TX000629,AC00358,266.57,Credit,2023-07-03T17:56:59,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,2024-11-04T08:07:10
TX000634,AC00215,135.57,Credit,2023-06-14T17:17:34,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,2024-11-04T08:11:44
TX000635,AC00275,340.05,Debit,2023-10-27T17:26:53,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,2024-11-04T08:07:43
TX000640,AC00058,320.55,Debit,2023-05-01T17:11:47,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,2024-11-04T08:08:14
TX000643,AC00032,467.13,Credit,2023-09-28T17:18:26,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,2024-11-04T08:06:58
TX000646,AC00139,50.83,Credit,2023-12-18T16:06:14,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,2024-11-04T08:10:06
TX000648,AC00276,20.22,Debit,2023-03-10T18:26:19,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,2024-11-04T08:06:32
TX000649,AC00447,50.4,Debit,2023-03-27T17:02:44,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,2024-11-04T08:07:17
TX000650,AC00143,73.88,Debit,2023-05-08T17:42:36,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,2024-11-04T08:08:11
TX000651,AC00139,119.61,Debit,2023-03-14T16:21:01,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,2024-11-04T08:07:28
TX000653,AC00426,116.58,Debit,2023-08-31T16:38:18,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,2024-11-04T08:06:50
TX000654,AC00423,1919.11,Debit,2023-06-27T17:48:25,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,2024-11-04T08:10:27
TX000656,AC00458,156.26,Credit,2023-01-02T17:49:44,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,2024-11-04T08:09:29
TX000657,AC00014,427.0,Credit,2023-07-31T17:04:29,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,2024-11-04T08:07:30
TX000659,AC00054,101.76,Debit,2023-02-20T17:27:24,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,2024-11-04T08:11:08
TX000660,AC00182,67.57,Debit,2023-08-17T16:44:38,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,2024-11-04T08:11:15
TX000662,AC00006,158.56,Debit,2023-02-28T17:28:13,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,2024-11-04T08:10:48
TX000666,AC00393,152.18,Credit,2023-08-07T16:57:22,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,2024-11-04T08:10:50
TX000667,AC00361,114.35,Credit,2023-11-27T16:16:19,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,2024-11-04T08:10:13
TX000670,AC00023,126.22,Debit,2023-05-04T16:25:15,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,2024-11-04T08:07:41
TX000671,AC00323,820.15,Debit,2023-12-18T16:33:01,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,2024-11-04T08:10:34
TX000674,AC00130,197.49,Credit,2023-07-03T16:36:45,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,2024-11-04T08:06:40
TX000677,AC00232,432.1,Debit,2023-03-20T16:28:17,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,2024-11-04T08:10:16
TX000678,AC00182,375.17,Debit,2023-06-08T17:20:53,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,2024-11-04T08:11:26
TX000679,AC00136,642.68,Debit,2023-02-17T16:57:11,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,2024-11-04T08:08:38
TX000680,AC00101,78.44,Credit,2023-11-21T17:25:30,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,2024-11-04T08:10:39
TX000681,AC00328,139.72,Debit,2023-01-16T17:53,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,2024-11-04T08:08:24
TX000682,AC00356,499.99,Debit,2023-08-02T16:01:17,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885.0,2024-11-04T08:09:05
TX000686,AC00071,119.3,Debit,2023-08-28T16:08:54,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,2024-11-04T08:08:55
TX000687,AC00370,280.92,Debit,2024-01-01T18:21:50,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,2024-11-04T08:06:41
TX000691,AC00287,568.76,Debit,2023-10-09T16:48:50,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,2024-11-04T08:12:09
TX000693,AC00465,105.94,Debit,2023-08-07T16:02:55,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,2024-11-04T08:09:59
TX000694,AC00011,733.29,Debit,2023-03-15T18:42:16,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,10427.0,2024-11-04T08:07:12
TX000699,AC00277,470.3,Debit,2023-09-12T18:46:45,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,2024-11-04T08:08
TX000700,AC00116,261.69,Debit,2023-11-27T17:29:25,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65,2024-11-04T08:09:09
TX000707,AC00004,642.54,Debit,2023-05-10T18:49:20,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,2024-11-04T08:10:37
TX000709,AC00201,313.65,Credit,2023-01-30T16:08:07,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36,2024-11-04T08:10:49
TX000711,AC00390,115.32,Debit,2023-07-25T17:24:07,Denver,D000663,211.45.75.44,M075,Branch,53,Retired,113,1,5929.08,2024-11-04T08:08:36
TX000713,AC00173,498.59,Credit,2023-01-30T16:20:26,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,2024-11-04T08:06:58
TX000717,AC00219,194.29,Credit,2023-01-23T16:05:42,Seattle,D000307,160.65.101.37,M059,Branch,39,Engineer,10,1,2988.41,2024-11-04T08:08:57
TX000718,AC00416,28.73,Debit,2023-10-31T16:11:57,Kansas City,D000384,93.52.44.101,M016,ATM,53,Engineer,185,1,2712.96,2024-11-04T08:08:37
TX000720,AC00465,737.34,Debit,2023-03-20T17:45:22,Miami,D000041,93.146.251.20,M006,Online,30,Doctor,34,1,7336.56,2024-11-04T08:08:06
TX000728,AC00012,137.49,Debit,2023-07-26T16:54:08,Fort Worth,D000159,42.61.10.112,M040,ATM,34,Engineer,50,1,4471.05,2024-11-04T08:07:04
TX000731,AC00253,430.35,Debit,2023-02-20T17:23:03,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,2024-11-04T08:10:51
TX000732,AC00394,230.32,Debit,2023-05-15T18:15:33,Las Vegas,D000272,49.174.157.140,M015,Branch,35,Engineer,56,1,791.46,2024-11-04T08:08:34
TX000733,AC00457,121.71,Debit,2023-09-05T17:02:23,Chicago,D000674,77.208.193.198,M015,ATM,52,Retired,140,1,5878.89,2024-11-04T08:11:23
TX000736,AC00045,244.64,Debit,2023-02-21T18:41:39,Tucson,D000172,66.255.7.16,M072,Branch,30,Doctor,103,1,9159.56,2024-11-04T08:06:53
TX000737,AC00181,321.93,Debit,2023-12-04T18:27:11,Nashville,D000083,45.241.13.208,M092,ATM,45,Engineer,12,1,4392.73,2024-11-04T08:07:51
TX000739,AC00288,283.23,Debit,2023-02-06T16:48:45,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1,2008.77,2024-11-04T08:07:38
TX000740,AC00014,346.65,Debit,2024-01-01T16:17:13,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96,2024-11-04T08:06:58
TX000751,AC00282,56.35,Debit,2023-02-09T16:09,Charlotte,D000266,166.79.195.157,M033,ATM,44,Doctor,75,1,5095.73,2024-11-04T08:07:36
TX000753,AC00390,142.58,Debit,2023-06-19T16:20:51,San Antonio,D000647,139.23.212.102,M048,ATM,33,Engineer,145,1,7844.23,2024-11-04T08:06:46
TX000756,AC00460,1607.55,Debit,2023-09-07T16:27:03,Phoenix,D000070,94.37.250.128,M031,ATM,31,Engineer,156,1,6227.99,2024-11-04T08:07:33
TX000758,AC00190,332.59,Debit,2023-07-13T17:50:13,San Antonio,D000163,166.41.54.117,M060,Online,55,Retired,143,1,1457.07,2024-11-04T08:09:05
TX000761,AC00126,319.27,Debit,2023-08-07T16:54:58,San Antonio,D000172,211.97.88.141,M052,ATM,50,Doctor,150,1,10269.78,2024-11-04T08:12:18
TX000762,AC00201,384.1,Debit,2023-05-24T18:32:58,Detroit,D000497,199.103.32.145,M004,Branch,42,Engineer,172,1,672.79,2024-11-04T08:11:42
TX000765,AC00329,542.72,Credit,2023-09-04T18:37:57,Indianapolis,D000573,34.86.220.205,M100,Branch,43,Doctor,92,1,6011.8,2024-11-04T08:08:53
TX000769,AC00233,445.79,Debit,2023-07-07T17:19:39,Las Vegas,D000308,207.157.126.125,M052,ATM,52,Doctor,161,1,717.99,2024-11-04T08:12:05
TX000773,AC00093,827.14,Debit,2023-01-17T17:25:13,El Paso,D000645,215.97.143.157,M018,Branch,36,Engineer,265,4,9800.21,2024-11-04T08:08:14
TX000777,AC00354,176.11,Debit,2023-08-10T16:48:55,San Jose,D000566,86.220.59.252,M091,Branch,38,Engineer,105,1,9155.35,2024-11-04T08:10:30
TX000778,AC00358,88.4,Debit,2023-11-10T18:02:07,Fort Worth,D000112,112.196.12.19,M065,Online,46,Engineer,174,1,2567.53,2024-11-04T08:09:41
TX000779,AC00078,567.92,Debit,2023-06-20T16:27:07,Columbus,D000358,213.207.62.176,M042,Online,53,Retired,14,1,3779.47,2024-11-04T08:12:12
TX000783,AC00399,300.61,Debit,2023-05-01T17:21:46,El Paso,D000086,165.35.58.173,M006,Online,44,Doctor,51,1,7895.54,2024-11-04T08:11:56
TX000784,AC00323,265.94,Debit,2023-06-05T16:11:07,Boston,D000581,106.244.1.47,M085,Online,54,Engineer,132,1,6781.3,2024-11-04T08:06:37
TX000786,AC00211,411.52,Debit,2023-01-10T17:40:16,Los Angeles,D000494,52.1.78.30,M023,ATM,41,Doctor,88,1,11108.39,2024-11-04T08:09:13
TX000787,AC00297,111.21,Debit,2023-08-21T18:36:41,Portland,D000401,216.151.64.40,M076,Branch,35,Doctor,111,1,9088.36,2024-11-04T08:12:12
TX000788,AC00102,316.37,Debit,2023-08-28T17:34:17,Colorado Springs,D000599,218.83.2.94,M088,ATM,53,Engineer,86,1,4671.69,2024-11-04T08:08
TX000789,AC00196,260.63,Debit,2023-12-20T18:58:27,Fort Worth,D000564,36.13.239.172,M005,Branch,37,Engineer,142,1,7534.73,2024-11-04T08:08:49
TX000801,AC00279,628.36,Debit,2023-01-20T16:09:37,Austin,D000415,196.121.240.10,M005,Online,44,Doctor,108,1,11869.71,2024-11-04T08:07:32
TX000804,AC00380,560.15,Credit,2023-08-14T18:01:36,Memphis,D000493,93.169.212.219,M059,Online,50,Engineer,92,1,817.83,2024-11-04T08:10:51
TX000807,AC00053,24.77,Credit,2023-11-01T16:55:58,Nashville,D000449,223.32.70.156,M002,Online,40,Engineer,17,1,478.23,2024-11-04T08:07:20
TX000808,AC00316,668.67,Debit,2023-11-07T17:38:05,Detroit,D000682,184.59.28.72,M019,Online,44,Doctor,143,4,13446.81,2024-11-04T08:06:29
TX000809,AC00422,80.24,Credit,2023-05-19T17:28:42,New York,D000604,190.92.63.219,M016,Branch,53,Doctor,58,1,8012.81,2024-11-04T08:12:13
TX000813,AC00292,161.63,Debit,2023-12-25T16:32:44,San Jose,D000626,34.86.220.205,M077,Online,46,Doctor,276,1,9286.37,2024-11-04T08:08:21
TX000816,AC00365,280.99,Debit,2023-02-20T18:03:01,Houston,D000374,11.167.243.171,M096,Branch,45,Engineer,29,1,9733.59,2024-11-04T08:07:24
TX000818,AC00129,586.85,Debit,2023-08-15T16:57:27,Mesa,D000515,187.199.178.27,M014,ATM,36,Doctor,86,1,6655.15,2024-11-04T08:12:18
TX000819,AC00366,372.41,Debit,2023-06-19T18:12:16,San Diego,D000362,214.125.131.88,M088,ATM,55,Retired,143,1,3233.87,2024-11-04T08:06:34
TX000821,AC00339,383.69,Debit,2023-10-31T17:06:08,Colorado Springs,D000133,107.248.120.12,M064,Online,54,Engineer,285,1,8371.11,2024-11-04T08:10:03
TX000825,AC00319,60.99,Debit,2023-08-01T17:14:17,Oklahoma City,D000651,5.50.152.168,M037,Branch,34,Engineer,58,1,7281.46,2024-11-04T08:07:51
TX000830,AC00454,124.84,Debit,2023-09-22T17:44:42,Louisville,D000640,18.72.115.111,M051,Online,52,Retired,79,1,6711.78,2024-11-04T08:11:28
TX000831,AC00076,324.04,Debit,2023-07-05T16:49:05,Virginia Beach,D000642,101.120.142.50,M043,ATM,54,Retired,30,1,2248.06,2024-11-04T08:08:07
TX000835,AC00397,193.82,Debit,2023-04-20T17:52:46,Kansas City,D000531,16.128.130.153,M042,Branch,37,Engineer,176,1,3886.77,2024-11-04T08:12:09
TX000843,AC00444,226.66,Debit,2023-12-27T18:55:13,Austin,D000644,16.94.155.46,M001,Branch,41,Doctor,168,1,10216.25,2024-11-04T08:07:45
TX000845,AC00241,233.1,Credit,2023-01-16T17:28:48,Nashville,D000472,38.164.132.63,M011,Branch,42,Doctor,37,1,7469.2,2024-11-04T08:11:39
